id,name,capacity,grass,city,state,zip,country_code,location,elevation,year_constructed,dome,location/x,location/y
3696,Dix Stadium,25000,FALSE,Kent,OH,44242,US,,321.3641663,1969,FALSE,41.1390935,-81.31346
3887,Donald W. Reynolds Razorback Stadium Frank Broyles Field,72000,FALSE,Fayetteville,AR,72702,US,,403.7972412,1938,FALSE,36.0680662,-94.1789534
3699,Dowdy-Ficklen Stadium,50000,FALSE,Greenville,NC,27858,US,,19.0564537,1963,FALSE,35.5968486,-77.364564
3700,Doyt Perry Stadium,24000,FALSE,Bowling Green,OH,43403,US,,205.9057465,1966,FALSE,41.3780114,-83.6225
3701,Drake Stadium,14557,,Des Moines,IA,,US,,277.8869934,1925,FALSE,41.605,-93.655
3706,Eccles Coliseum,8500,,Cedar City,UT,,US,,1763.97644,1967,FALSE,37.6757919,-113.0773938
2068,E. Claiborne Robins Stadium,9000,,Richmond,VA,,US,,60.03879166,2010,FALSE,37.5807765,-77.5372211
3902,Eddie Robinson Stadium,19600,,Grambling,LA,,US,,94.58428955,1983,FALSE,32.5258665,-92.7146412
4757,Edwards-Maurer Field,3000,,Springfield,OH,,US,,309.1,1993,FALSE,,
3704,E. J. Whitmire Stadium,13742,,Cullowhee,NC,,US,,653.8632813,1974,FALSE,35.3048352,-83.1818148
3710,Ernest W. Spangler Stadium,8500,,Boiling Springs,NC,,US,,253.207016,1969,FALSE,35.2457593,-81.6739887
3711,Estes Stadium,9000,,Conway,AR,,US,,94.25577545,1939,FALSE,35.0802599,-92.460045
3712,EverBank Field,67246,TRUE,Jacksonville,FL,32022,US,,1.336527586,1995,FALSE,30.323889,-81.6375
3713,Falcon Stadium,46692,FALSE,Colorado Springs,CO,80840,US,,2024.875732,1962,FALSE,38.9969701,-104.8436165
3714,Fargodome,19000,FALSE,Fargo,ND,,US,,274.4847717,1992,FALSE,46.9029938,-96.8003251
3838,Faurot Field,71168,FALSE,Columbia,MO,65211,US,,212.6865692,1927,FALSE,38.9358491,-92.3332009
3715,FAU Stadium,30000,FALSE,Boca Raton,FL,33499,US,,3.613628864,2011,FALSE,26.3763763,-80.1015759
3719,FedEx Field,82000,TRUE,Landover,MD,20785,US,,59.50488663,1997,FALSE,38.907778,-76.864444
4245,Fenway Park,38073,TRUE,Boston,MA,2297,US,,4.887843609,1912,FALSE,42.346389,-71.0975
4899,Fifth Third Bank Stadium,8318,,Kennesaw,GA,,US,,296.9589844,2010,FALSE,34.0289318,-84.5676234
3720,Finley Stadium,20668,FALSE,Chattanooga,TN,37403,US,,200.1825104,1997,FALSE,35.0363792,-85.3158835
3721,Fisher Field,13132,FALSE,Easton,PA,18042,US,,81.43208313,1926,FALSE,40.7009796,-75.2106499
3722,Fitton Field,23500,,Worcester,MA,,US,,137.3915253,1924,FALSE,42.2403564,-71.8111424
218,FIU Stadium,23500,FALSE,Miami,FL,33199,US,,1.718581796,1995,FALSE,25.7525014,-80.3778912
4417,Five Star Stadium at the Moye Complex,10200,,Macon,GA,,US,,138.6699677,2013,FALSE,32.8262075,-83.6522485
3724,Floyd Casey Stadium,50000,FALSE,Waco,TX,76798,US,,151.2,1950,FALSE,,
3726,Folsom Field,50183,FALSE,Boulder,CO,80309,US,,1634.041138,1924,FALSE,40.0094746,-105.266905
3727,Ford Field,65000,FALSE,Detroit,MI,,US,,183.9643707,2002,FALSE,42.34,-83.045556
3918,Foreman Field,20118,FALSE,Norfolk,VA,23551,US,,3.147987843,1936,FALSE,36.8889533,-76.3049175
3730,Franklin Field,52593,FALSE,Philadelphia,PA,19104,US,,11.71361065,1895,FALSE,39.9501475,-75.1901043
5220,Garrison Stadium,5000,,Murfreesboro,TN,,US,,18.69116974,2007,FALSE,36.434053,-77.098431
3734,Gayle and Tom Benson Stadium,6000,,San Antonio,TX,,US,,208.4659576,2008,FALSE,29.4674787,-98.470014
3835,Gaylord Family Oklahoma Memorial Stadium,84389,FALSE,Norman,OK,73019,US,,355.0962524,1925,FALSE,35.2058537,-97.4423145
3495,Georgia Dome,74228,FALSE,Atlanta,GA,39901,US,,303.1637268,1992,FALSE,33.7576897,-84.4008285
4246,Georgia State Stadium,24333,FALSE,Atlanta,GA,30315,US,,287,2017,FALSE,,
3735,Gerald J. Ford Stadium,32000,FALSE,University Park,TX,75275,US,,169.4058075,2000,FALSE,32.8377223,-96.7827859
3737,Gibbs Stadium,13000,,Spartanburg,SC,,US,,231.6300049,1996,FALSE,34.9618606,-81.9328915
3738,Gillette Stadium,68756,FALSE,Foxborough,MA,2035,US,,78.00233459,2002,FALSE,42.0909458,-71.2643465
3739,Glass Bowl,26248,FALSE,Toledo,OH,43606,US,,181.4839783,1937,FALSE,41.6574777,-83.6135652
3740,Golden Lion Stadium,16000,,Pine Bluff,AR,,US,,67.71961975,2000,FALSE,34.253327,-92.0214031
3741,Goodman Stadium,16000,FALSE,Bethlehem,PA,18015,US,,90.32305145,1988,FALSE,40.5890837,-75.3553874
3742,Governors Stadium,10000,,Clarksville,TN,,US,,142.8643188,1946,FALSE,36.5362559,-87.3525507
3748,Graham Stadium,8000,,Martin,TN,,US,,124.6879349,1964,FALSE,36.3448341,-88.8616245
4293,Guaranteed Rate Field,40615,TRUE,Chicago,IL,,US,,180.8555756,1991,FALSE,41.83,-87.633889
4029,Hale Stadium,10000,,Nashville,TN,,US,,138.4986725,1953,FALSE,36.168056,-86.826944
3744,Hancock Stadium,15000,,Normal,IL,,US,,242.8722687,1963,FALSE,40.5125091,-88.9967177
3746,Hanson Field,16368,,Macomb,IL,,US,,192.8755646,1950,FALSE,40.4683928,-90.6841248
3948,Hard Rock Stadium,65326,TRUE,Miami Gardens,FL,33299,US,,2.624486446,1987,FALSE,25.9579665,-80.2388604
3963,Harry Turpin Stadium,15971,,Natchitoches,LA,,US,,36.58879089,1976,FALSE,31.747259,-93.0961357
3750,Harvard Stadium,30323,,Boston,MA,,US,,1.96428895,1903,FALSE,42.366704,-71.1267511
3752,Heinz Field,68400,FALSE,Pittsburgh,PA,15260,US,,220.5887146,2001,FALSE,40.4467648,-80.0157603
3754,High Point Solutions Stadium,52454,FALSE,Piscataway,NJ,8854,US,,8.543146133,1994,FALSE,40.5136754,-74.4655737
4765,Hillsboro Stadium,7600,,Portland,OR,,US,,65.4,1999,FALSE,,
1930,Holt Arena,12000,FALSE,Pocatello,ID,,US,,1390.252441,1970,FALSE,42.8702052,-112.4281274
3756,Homer Bryce Stadium,15000,,Nacogdoches,TX,,US,,89.99433899,1973,FALSE,31.625719,-94.6444034
4582,Hornet Stadium,26500,,Montgomery,AL,,US,,79.35839844,2012,FALSE,32.3642223,-86.2896902
3757,Hornet Stadium,21195,,Sacramento,CA,,US,,12.30015659,1969,FALSE,38.5556718,-121.4229607
3796,Houchens Industries-L. T. Smith Stadium,22113,FALSE,Bowling Green,KY,42101,US,,154.4346619,1968,FALSE,36.9847901,-86.4594041
3758,Houck Stadium,11015,,Cape Girardeau,MO,,US,,137.7152405,1930,FALSE,37.3095375,-89.5313804
3762,Hughes Stadium,10000,,Baltimore,MD,,US,,67.05336761,1949,FALSE,39.3439778,-76.5829573
3765,Husky Stadium,70500,FALSE,Seattle,WA,98195,US,,11.65622807,1920,FALSE,47.6503235,-122.3015746
4424,Husky Stadium,5000,,Houston,TX,,US,,19.87884521,2014,FALSE,29.6949025,-95.5167353
3766,Independence Stadium,49565,FALSE,Shreveport,FL,,US,,78.48539734,1924,FALSE,32.475556,-93.791944
3771,Jack Spinks Stadium,22500,FALSE,Lorman,MS,39096,US,,72.25324249,1992,FALSE,31.873621,-91.13488
3772,Jack Trice Stadium,61500,FALSE,Ames,IA,50011,US,,274.9135437,1975,FALSE,42.0139977,-93.6357716
4752,Jahna Field,0,,Winter Haven,FL,,US,,37.3,,FALSE,,
3774,Jayne Stadium,10000,,Morehead,KY,,US,,228.1033936,1964,FALSE,38.1916481,-83.4253315
4418,Jerry Richardson Stadium,15314,FALSE,Charlotte,NC,,US,,190.365509,2013,FALSE,35.3105033,-80.7401194
3644,Jim Wacker Field at Bobcat Stadium,30000,FALSE,San Marcos,TX,78666,US,,177.8676453,1981,FALSE,29.8910008,-97.9255735
3775,Joan C. Edwards Stadium,38019,FALSE,Huntington,WV,25755,US,,163.7328186,1991,FALSE,38.4247042,-82.4214412
3776,Joe Aillet Stadium,28019,FALSE,Ruston,LA,71272,US,,72.87982941,1968,FALSE,32.5321487,-92.6560019
3777,Joe Walton Stadium,3000,,Moon Township,PA,,US,,351.4482422,2005,FALSE,40.521046,-80.2159227
3778,John F. Kennedy Stadium,5200,,Springfield,MO,,US,,385.9,1957,FALSE,,
3725,"Johnny Red"""" Floyd Stadium""""",31000,FALSE,Murfreesboro,TN,37132,US,,191.7279816,1933,FALSE,35.8511463,-86.3681649
3781,Johnny Unitas Stadium,11000,,Towson,MD,,US,,117.6974106,1978,FALSE,39.3885683,-76.6159716
4728,John O'Quinn Field at TDECU Stadium,40000,FALSE,Houston,TX,,US,,9.57440567,2014,FALSE,29.7219885,-95.3491623
3782,Johnson Hagood Stadium,21000,,Charleston,SC,,US,,4.137742996,1948,FALSE,32.7936975,-79.9558183
3784,Jones AT&T Stadium,60862,FALSE,Lubbock,TX,79409,US,,980.7632446,1947,FALSE,33.5910518,-101.8728824
3785,Jordan-Hare Stadium,87451,FALSE,Auburn,AL,36849,US,,201.1737976,1939,FALSE,32.6025532,-85.4897479
3662,JSU Stadium,24000,,Jacksonville,AL,,US,,198.0679016,1947,FALSE,33.8201052,-85.76647
3786,Kelly/Shorts Stadium,32885,FALSE,Mount Pleasant,MI,48859,US,,240.9007721,1972,FALSE,43.5777313,-84.7709904
3787,Kenan Memorial Stadium,62980,FALSE,Chapel Hill,NC,27515,US,,127.7569809,1927,FALSE,35.9069294,-79.0478889
3788,Kenneth P. LaValle Stadium,8200,,Stony Brook,NY,,US,,32.63183975,2002,FALSE,40.9188829,-73.1242966
4900,Kermit Tipton Stadium,6600,,Johnson City,TN,,US,,544.1551514,2010,FALSE,36.3269334,-82.3710142
3790,Kessler Field,4000,,West Long Branch,NJ,,US,,9.979202271,1993,FALSE,40.279379,-74.0092635
5389,Kessler Stadium,4200,,West Long Branch,NJ,,US,,9.9,1993,FALSE,,
3791,Kibbie Dome,16000,FALSE,Moscow,ID,83843,US,,794.4794922,1975,FALSE,46.7262921,-117.0173713
3792,Kidd Brewer Stadium,24050,FALSE,Boone,NC,28608,US,,991.3414307,1962,FALSE,36.2114267,-81.6854278
3793,Kinnick Stadium,70585,FALSE,Iowa City,IA,52242,US,,220.6357727,1929,FALSE,41.6586045,-91.5510829
3795,Kyle Field,102733,FALSE,College Station,TX,77843,US,,108.824585,1927,FALSE,30.6098891,-96.3403828
3797,Ladd Peebles Stadium,33471,FALSE,Mobile,AL,36695,US,,9.828813553,1948,FALSE,30.6730374,-88.0755704
3798,Lambeau Field,80735,TRUE,Greenbay,WI,,US,,192.3498077,1957,FALSE,44.50131,-88.062273
